Source_id,RA,DEC
36710.0,242.90910588185076,53.991402890266016
37686.0,242.81934661296955,53.73866252213951
43350.0,242.28496304467402,53.9070548397719
45026.0,242.14853874115113,53.63946140327954
41054.0,242.509535656181,54.27706728231878
45283.0,242.11804463569035,54.1753026600728
29623.0,243.5659152632381,54.72464372309437
30078.0,243.51000051081294,54.73926466281668
29640.0,243.55499415937504,54.06976665873273
30807.0,243.44658460080183,54.234286538439
31553.0,243.38033262226176,54.45502718226507
34344.0,243.12966854556603,54.30073997410899
37145.0,242.87297978505765,54.76850864357615
38451.0,242.75124500476846,54.70115742715354
41028.0,242.49542089293504,55.007394253171945
37570.0,242.83200703528325,55.47956770677386
38540.0,242.74048928005914,55.59109376527813
34825.0,243.09822460595714,55.43203027985055
35307.0,243.0512684726932,55.38434332365119
34557.0,243.12068235496827,55.110386883982954
22615.0,244.18709214228141,53.007913042740036
24180.0,244.03281459734632,52.960790867191875
19664.0,244.4716310410489,52.86992386469433
20603.0,244.38746273260733,53.04249869844152
21324.0,244.30320735681278,52.62112090108093
24688.0,243.99679579862027,53.40450302453435
25633.0,243.91278772886758,53.45742308938622
23167.0,244.16821990233856,53.97038179307778
23711.0,244.11815836711355,53.99273039159127
23459.0,244.1320083718441,53.69441808221869
25671.0,243.90774176100464,53.77956577390244
29071.0,243.5996931776596,53.52641976499969
29813.0,243.52587913128355,53.3190766277176
33762.0,243.16730064195067,53.59954302829932
30578.0,243.44719380690134,52.760028449552806
31086.0,243.39796648235574,52.7315116365291
30839.0,243.42078568845142,52.8202803374702
26742.0,243.79120241360891,53.17051663309035
28764.0,243.6086543144079,52.95808081252273
32674.0,243.2516870929767,52.29082472333221
36541.0,242.91943637377648,52.45751421918083
40083.0,242.60395869428854,52.62597809265538
41275.0,242.4981849448138,52.756983559559124
40374.0,242.57739362156047,53.26377612748796
40654.0,242.55237568800388,53.262162126699245
42673.0,242.3736146551843,53.25351128248649
37061.0,242.8739011880864,53.452581045605655
37685.0,242.81601445491407,53.16863205253594
17010.0,244.83400136738194,54.80484310170555
17645.0,244.74752162899304,54.879546602135356
18696.0,244.6373915980309,54.52955331587293
18923.0,244.6077209887184,54.4285008640525
19951.0,244.50334913347214,54.44647183283191
17565.0,244.75254142908298,54.49357297507731
10313.0,245.65126297486327,54.22284988887506
10988.0,245.548786586975,54.2670248593817
11653.0,245.45245371066736,54.325175400017834
11326.0,245.48446474136566,54.06531344687844
11698.0,245.4284900496063,54.06510058327502
10017.0,245.69503708751927,54.117945709790774
10350.0,245.63106169916853,53.98939210002372
16362.0,244.84690479663388,54.01080566736056
17515.0,244.73723327769747,53.99168980801822
18225.0,244.652614183564,53.861601699083096
13979.0,245.1148032707347,53.702456425873315
14746.0,245.05182289691143,54.025375344371966
8616.0,245.89761562949622,53.77760023627082
10149.0,245.6455401854665,53.723799353610595
8861.0,245.812703872094,53.24467657240534
8912.0,245.79681464776115,53.1423757275619
8204.0,245.9118230611124,53.33698467846141
7018.0,246.15136818683,53.3664365066785
15337.0,244.92644277997707,52.93695526205591
16027.0,244.83568711266338,52.968479255402315
15612.0,244.9196535233215,53.46975795558639
15926.0,244.88272318801216,53.385968322147846
16843.0,244.78050052436254,53.30655319214385
11707.0,245.35281063824596,52.837277280117526
12146.0,245.29894504466682,52.911073731817616
10495.0,245.52971278778256,52.88845954731297
10923.0,245.49381319001517,53.303148145668736
12098.0,245.33070171437885,53.307389600290065
11308.0,245.45147581677958,53.5367931440774
13600.0,245.14578280736092,53.369869770662895
8347.0,246.03546750584857,54.8720165917134
8726.0,245.94761412160386,54.717528871661806
9853.0,245.77399925179594,54.825171156113974
10559.0,245.654024756113,54.86633807684373
9610.0,245.82349626364493,55.00069115911773
13611.0,245.22932617142797,54.81519122146716
14213.0,245.15848848740882,54.85803755220464
11797.0,245.47301596051176,54.88911000872987
12330.0,245.43162284110923,55.37619845644164
13230.0,245.3094387642952,55.39690030108557
12583.0,245.38549819018417,55.21656054437107
11090.0,245.61195376869563,55.387361565953256
11374.0,245.56751115011048,55.368221131460786
10961.0,245.639710896345,55.50962479581202
12115.0,245.4717428779749,55.52544981923062
10783.0,245.63977010796,55.21636038741782
6251.0,246.4435008074785,55.140769151171874
6479.0,246.39118012244802,55.14469772580038
5832.0,246.53020959953463,55.05009045725038
6153.0,246.42803564417116,54.73504130900703
6318.0,246.41070829816672,54.823116617492865
5208.0,246.6424280649079,54.702176773954385
7853.0,246.1618242732215,55.426828368495556
8517.0,246.0489062635318,55.426219016060905
9457.0,245.88761170285562,55.52527994059021
8906.0,245.98516561891935,55.59188687462316
9265.0,245.90795128891236,55.375991082732725
6185.0,246.5104097655654,55.64936556799754
4635.0,246.68585057706522,53.51084696322228
5827.0,246.40332002726893,53.65556895397236
4957.0,246.6302741895255,53.89658045154588
5064.0,246.60131002555022,53.90270686435645
4991.0,246.61532125827458,53.814682199431765
4718.0,246.69422957100306,53.942401831628366
3756.0,246.97066912951055,53.96295938166694
6093.0,246.39375801605127,54.17708918310891
3075.0,247.36609997270878,55.55009799080337
3235.0,247.31116211578555,55.60183422888083
3223.0,247.29824483871698,55.47510744862909
3855.0,247.1077571304393,55.50854788025215
2251.0,247.6545768437572,55.21171880081764
2318.0,247.6138685736847,55.080590436106995
2373.0,247.63845759607048,55.4463801249746
2302.0,247.562438300325,54.57861565196899
2566.0,247.415382980998,54.36154413911227
3252.0,247.18961584070195,54.58712270237077
3797.0,247.03420304955054,54.68948880800026
3912.0,246.96748696435697,54.3202688893538
4396.0,246.85035236568766,54.515420574007855
6949.0,246.406640521467,56.12300560067144
7167.0,246.36009157099343,56.111469313580976
6487.0,246.51386207475025,56.286918540253964
4608.0,246.92530963171347,55.837892004201336
4700.0,246.9258202937029,56.21931056996131
8710.0,246.13415384059175,56.87459884514147
8995.0,246.07213271666888,56.777935582141026
13926.0,245.32458228156628,56.884642896896295
15046.0,245.1828206269598,56.9241933345295
12825.0,245.4933529551032,57.22113642313152
10919.0,245.7310869395363,56.628118232242734
11176.0,245.68576279022616,56.575991575382325
13358.0,245.36384845515892,56.39086706979885
13836.0,245.3043644349014,56.481581605059425
22181.0,244.31802063384336,55.263032189711296
22459.0,244.2923014219863,55.2962917446923
24227.0,244.09738662962212,54.960718247434144
25722.0,243.95642593385085,55.2798786550832
23733.0,244.16958487810652,55.67134296418744
23872.0,244.1639592885709,55.75713592460886
27648.0,243.78151169525333,55.76130549486351
29603.0,243.58961212573323,55.61410768257166
25955.0,243.9515123712672,56.341718516261565
29788.0,243.59576670934254,56.66766653366047
34349.0,243.14642318019264,56.47442472839462
36681.0,242.92522767976615,56.331110588674385
30374.0,243.52596001144798,56.15734233394853
31630.0,243.39880614147393,56.16059989140351
31218.0,243.44696894348934,56.376553168977075
32270.0,243.32329209784285,56.02129314624606
32881.0,243.2818071703187,55.99541536693736
31933.0,243.3659144489718,55.86612600184232
34797.0,243.1034596669866,55.91031854953726
19338.0,244.7081704686802,57.34416191536524
20077.0,244.63693423118178,57.449459058918805
21734.0,244.44037761306333,57.06810443330642
22176.0,244.39377353602958,57.10326370006402
20352.0,244.596122967787,57.20647543087584
19660.0,244.6482814728041,56.813800770595805
22426.0,244.34917803646152,56.70325503440869
24926.0,244.09452773406417,57.10435980186646
25710.0,244.01306063928024,57.03622978274377
23812.0,244.22587214477272,57.303639756105795
20075.0,244.56324078170567,55.89748617356841
22135.0,244.3505259524028,55.93631704742135
20753.0,244.5077493333519,56.24785265459417
15957.0,245.04738161491247,56.4369940537225
17026.0,244.92097458694013,56.48590589535505
18489.0,244.75265468574855,56.517101996381776
19834.0,244.6101657996759,56.434573992249426
16883.0,244.8737604112159,55.220920324013555
18996.0,244.6419340927327,55.29756968319269
17340.0,244.83208813948409,55.59909821637399
12478.0,245.44137915641076,55.83025586582114
13739.0,245.26914357571573,55.680919137629495
13968.0,245.25836352623506,55.97244601680762
10894.0,245.67363369363528,55.81608639762149
31211.0,243.45718943403335,57.18218848931743
31658.0,243.41538359293241,57.28537787521938
29141.0,243.67404027972924,57.31458205446609
29649.0,243.6226801868584,57.57263788841678
39473.0,242.64923683307455,56.813080081627
40306.0,242.568616427677,56.80226161207496
38809.0,242.71493510391096,56.73897162901288
38913.0,242.69830143382396,57.62249459527791
42296.0,242.36738366955979,57.417475144109716
37004.0,242.89566576836546,57.256262795884936
45240.0,242.08632809386236,56.2321544976297
46169.0,241.99931619248508,56.10418704415079
47143.0,241.89161011362904,56.41244010149978
44832.0,242.1424696260675,55.544845987718105
46921.0,241.9366423842232,55.811534118412474
43443.0,242.26559460741353,56.178883946802024
43479.0,242.26288275558176,56.22135905077245
44004.0,242.19890079601203,56.18861020459886
42680.0,242.34443100206065,56.25317066045339
40952.0,242.51152874551042,55.87861149611631
