Source_id,RA,DEC
52695.0,241.3143467432081,55.930925470719274
53426.0,241.2280354797738,55.99714752445961
50892.0,241.52517010608807,55.900026316176955
52978.0,241.29634514314478,55.64918754792053
50980.0,241.5316873664278,55.359885220188126
51570.0,241.47094322052746,55.17633558471848
53334.0,241.2714243601115,55.01267810934827
54920.0,241.09135282661242,55.09591943828311
52784.0,241.28079076221704,56.64651344746798
52878.0,241.2603348611979,56.764548423781406
56051.0,240.8917033737443,56.69614198210262
56244.0,240.83690742296807,57.08610792087292
57383.0,240.7057703855576,57.18305121982632
60080.0,240.3737408952822,56.793219069102484
60275.0,240.3470033717872,56.68741807656165
59401.0,240.474704580032,56.601180144563855
53640.0,241.14316869633586,57.466976352510585
54925.0,240.98315943470848,57.51506832835107
51143.0,241.44268093896986,57.45687756865726
52228.0,241.3161277017541,57.37502669838788
52336.0,241.30466307945056,57.21927932908142
53618.0,241.1550750626336,57.24451818293207
48800.0,241.71064784679993,56.86678722119519
50378.0,241.5424377692423,56.89007143571595
47239.0,241.8675509065626,57.51102801283464
49816.0,241.5921326574327,57.48294016965015
70802.0,238.13597491633604,55.6730913727533
70928.0,238.04527232434725,55.87890036018692
70289.0,238.37174722069582,55.72191710811844
68958.0,238.76936190390057,56.144514483176586
69512.0,238.60597505018168,56.04946062358863
67280.0,239.23310769121846,55.62281351552095
67396.0,239.2020225890892,55.651673205585396
67768.0,239.12690907475277,55.58244140149842
67805.0,239.11408449908325,55.64905552942818
67319.0,239.19026438820768,55.97655163272723
71124.0,238.0808975730577,54.750184051379925
71296.0,237.99657520358758,54.562536435744924
68436.0,239.016592605704,55.01577793729485
69249.0,238.7921998189751,55.04085275266762
69121.0,238.80558509752,55.28557171944967
70015.0,238.53252995683624,55.102082561392294
65758.0,239.61298253817142,54.84562358920159
66181.0,239.53411904303272,54.832815872820184
65735.0,239.6028821852735,55.032251138361815
65948.0,239.53002141446234,55.41320502976511
66973.0,239.3174885893736,55.40547544978012
62860.0,239.98058733991937,56.602285794372264
63045.0,239.93094326852304,56.83324903726908
64578.0,239.701733963205,56.420679674549994
66157.0,239.40768721602728,56.37152603009068
66710.0,239.30903073859895,56.17098460750331
67559.0,239.10069606169245,56.33586366012365
66532.0,239.287384125309,56.860399332092435
61796.0,240.23827594947898,55.22547745331808
62290.0,240.1671585293515,55.21498454506391
63003.0,240.0638628587515,55.04457872954763
58902.0,240.6358502183885,54.901850047518394
59767.0,240.5163381041614,54.91190872702467
61136.0,240.34721793735665,54.89101197894381
58431.0,240.64915744694804,55.77777572553838
61247.0,240.29477293569698,55.55026181980469
63016.0,240.0163114677169,55.66719953718713
64588.0,239.75514737281893,55.74600900070899
61861.0,240.17883117082792,55.97029396881369
61905.0,240.17079397959975,56.01343921813298
61287.0,240.2401883102718,56.35872053491575
63511.0,240.06967728872172,53.66247796460752
63552.0,240.07202048624137,53.532547044199454
64582.0,239.90092357868795,53.69729906513685
64890.0,239.8652858058076,53.51520450688752
61562.0,240.3772822818041,53.427127427534614
59996.0,240.54100887815943,54.06369734544326
61381.0,240.36448205703076,53.942426821635976
62627.0,240.15855413715713,54.45814177164185
63589.0,240.03646181504251,54.03389770001185
67253.0,239.31296928506856,54.71344916218524
68417.0,239.06559366120203,54.58998570187289
66066.0,239.58894049367146,54.42159536387686
66906.0,239.4204888436749,54.393498490164205
65455.0,239.71259822505849,54.26769237848316
67136.0,239.45671782532503,53.302930279141805
67563.0,239.36664723278386,53.30239536040064
67208.0,239.42552791886217,53.427104721765694
68051.0,239.2199713116189,53.75724067605088
68694.0,239.06171676467343,53.80412391831791
66338.0,239.57583450903323,53.82899480104158
66896.0,239.45874279588767,53.72631776865844
67122.0,239.40043710702298,54.031087348215976
67444.0,239.33846828885356,53.93089622867222
66489.0,239.52716007455305,54.05415455435323
54826.0,241.14645400087477,53.99400741375385
57108.0,240.89684865796028,54.087333894002505
54363.0,241.17068848683923,54.64182150097056
54450.0,241.16700673023797,54.528247595836135
57537.0,240.81686972016345,54.53334032541868
50716.0,241.5980624802089,54.09888742968946
51272.0,241.5402370641241,54.05709123094535
50735.0,241.59234923783936,54.226867095643414
51299.0,241.52383936605355,54.46913497087117
52047.0,241.42654242754125,54.7787640783117
52238.0,241.4097163095473,54.65629954278336
51372.0,241.49993800971689,54.90154607452559
47136.0,241.9355106162831,54.839451339860446
60107.0,240.60199322634693,52.61136772469523
60329.0,240.57765676770248,52.6180368864204
59334.0,240.6931610942413,52.73269708021666
59563.0,240.640365963853,52.90833907386484
56450.0,241.00989332998114,53.02704619442202
57491.0,240.89567372569329,52.91325491956316
57541.0,240.8710735939392,53.11695243521716
57207.0,240.9350882784876,52.70779886570864
57730.0,240.88137656016625,52.70673221866135
54557.0,241.22110242115824,52.84528249898783
49586.0,241.7510956498815,52.618696036551924
49755.0,241.7163624791341,52.70159542445309
50496.0,241.65775731088306,52.61035924542297
45012.0,242.15881898095597,52.86299999400308
46745.0,242.00275184026694,53.04104083263845
53321.0,241.32700229815902,53.477513020479535
52454.0,241.38683693302474,53.21595576703024
48367.0,241.84000794960312,53.77757611213715
49205.0,241.76140249712324,53.691285626204106
50311.0,241.64322952260878,53.8969070348298
50372.0,241.64059382995853,53.937923890861974
51449.0,241.5129460092667,53.80352590290371
